43683da3c6c5a93c7938ff550faf0d039a9a639a,SOCVDDD12AB017E85A,SOEHTZE12A6310F0F2,SOLOWQV12A67020F3E,SOOFRLS12AB0185215,SOTMAZH12A58A795FB,SOCWMMA12AB018157B,SOYJJRX12A8C137A0F,SOHKTLS12A8C13B90C,SOTLMVY12AB018B097,SORLRMK12A3F1EA0ED
85d0d381551960608e02df98956277e495b3cf6b,SOCCYYG12AB0184DE8,SOUFABE12A6701CFFF,SORCAKN12A58A7A2CF,SOHGWFC12AB017F2E7,SOCMSRR12A81C22F45,SOBYRVR12A6D4FAF83,SOOLYZQ12A6D4FA5B7,SOLRGVL12A8C143BC3,SOZARVW12A67ADAC26,SODLCIU12A8AE45F1D
ac1cb58f839ae6773732125e99b4a7394e0661e4,SOPROPB12A8C1385BD,SOWDDDY12AC4687EA4,SOWVBKZ12A6701E2F1,SOCTNRU12A6D4FBE21,SOJGUSJ12A8C1363A2,SODMSPG12A6D4F6B0E,SOVKZMC12AB017E5CD,SONMEPF12A6D4F3C92,SONFIMU12A6701F304,SOAZZRU12AB0182B0E
9c2032efba612bccec98435a3928b67d69350bed,SOPLUOT12A6D4F7AC3,SOAAKPM12A58A77210,SOCVKOK12AB0184D95,SOTIDKX12A6D4FA7EA,SOMZIJM12A6D4FB020,SOFKEDR12A8C13D381,SOFKEQZ12AB018A996,SOHIUQQ12A8C13C72F,SOYOKCE12A58A79862,SOFUHZI12A8C13BFE5
c4bcf00d005e6848a032d94f7fb212f499cdc1ba,SOCZVSX12A6D4F5033,SOFXMGW12A58A78DDD,SOCFIUI12A81C23E48,SOCMFXH12A6D4F8420,SOKPWKZ12AB0182223,SOVALQH12AB0189114,SOXJLLK12A8C139E3D,SOKLHVK12A8C13404F,SOUJRQY12AB018A6F4,SOPNSJN12AF72A50A6
f927dddfe26b0c74ada3eaadca41bfb462c37ee4,SOFCMTS12AB0189B48,SOUPVWK12A6310EF7A,SOYZZMQ12AF729A13C,SOOBOGX12A58A7C279,SOLWRQM12AB0184C86,SORGOJJ12A6D4F8597,SOAWSML12A6310F1B7,SOZPQES12A6D4F8E57,SOELGCG12AB0188C92,SOSFZBK12A8C137A1E
2151970107e08d58919003899f952b64af0ee0ec,SOQARNI12A8C141964,SORXMRX12AC468D5BB,SODVXIB12AF72A37F3,SOREPVE12A8AE47631,SOOPZGS12A8AE4571D,SOVVBPK12A58A810CA,SOBTUTU12A6701F301,SOYFGCE12A6BD53158,SOSURCH12A6D4F7C54,SOTMAPQ12A8C13BAFD
17aa9f6dbdf753831da8f38c71b66b64373de613,SOLRTCP12A8C13B5F5,SOZVSSP12AB01819DE,SOIFRPU12A8C140F22,SOXUSKK12A8C144F94,SODCRAR12A8C140C43,SOLUHHS12A58A81A6B,SOLOWQV12A67020F3E,SOCWMMA12AB018157B,SOHKTLS12A8C13B90C,SOTLMVY12AB018B097
3851d01aa9d1b2505fa361b63940e8cdc9a3e754,SOBWSGV12AB018B5E0,SOEMIJG12A8C140BE1,SOWTFJN12A8C13ECBC,SOSZESM12AB01810BF,SOGKBXT12A8C13C30B,SOVDPUO12A6D4FC80E,SOLVTSK12AB017EFCC,SOYUFEX12AB0182255,SOCRMJF12A81C22362,SOZXVUF12AC909762A
c6bb7f1933a8024e52f83e35335b31967108aeba,SODGVGW12AC9075A8D,SOBOAFP12A8C131F36,SOMYXWV12A8C14232E,SOFKABN12A8AE476C6,SOSCIZP12AB0181D2F,SOLWZVR12AB01849C6,SOUFPNI12A8C142D19,SOEGIYH12A6D4FC0E3,SOBHXWK12A6D4FD10E,SOPQLBY12A6310E992
d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,SOQPCPQ12A8C143935,SOMMHHP12AB017E3E1,SOJNHOP12A6D4F778D,SOLAWCM12A6701BEE0,SOFPIDU12A81C213C8,SOLIFTZ12AB017AFED,SOFMYVK12A58A7A675,SOSTLLM12A81C21647,SOAXTWB12AF72A1545,SOABGOB12A6701D1FA
9c8bdd66608468fe0779a978765aa8760572c99f,SOFSGBJ12A8AE4645B,SOBFLMV12A6701E740,SOTTNZU12A6D4FA237,SOWEWRL12A58A7961F,SOLMEOG12A8C142046,SOTQMGD12A81C2289C,SOPFOEP12A6D4F6C3D,SOQVHQN12AB018D97D,SONSPHT12A81C2289A,SOXKALX12A6D4F623B
07caa920795cd4f20bfeeb0e192a5ddd9566ecdd,SOBOAFP12A8C131F36,SOEQCMA12AB01891C5,SOSIWPS12A58A7ED14,SOTJTUX12AB018247F,SOYVFTH12A67020868,SOOVKMQ12AF72A71CC,SOVFBUL12A58A7B498,SOYMXMF12A6D4FCDA2,SOPCLSY12A8C13E413,SOZJHRQ12A58A8104F
6e90c8066ef7a7271b0b0365ffd705caa4e904ea,SOQNIXK12A6D4FBC63,SORCMHW12A6D4F756B,SOMQSOC12A8C133BED,SOAIUPE12AB0185750,SOZXHNM12AB017CDEA,SOHQFVC12A58A7B234,SOUYNPR12AB018B70C,SOKIOAA12A6D4F9415,SOIXKIM12A8C144A85,SODSUGK12A6D4F75F1
5d5292006ba24728132385c17927c3ac00225498,SOCYXNE12AB017FEBE,SOWTFJN12A8C13ECBC,SOSZESM12AB01810BF,SOEXMJG12A8C13EC18,SOGKBXT12A8C13C30B,SOVDPUO12A6D4FC80E,SOLVTSK12AB017EFCC,SOYUFEX12AB0182255,SOCRMJF12A81C22362,SOZXVUF12AC909762A
ec25e3d78ea8374869a772dc58bb903528a3c9cc,SOBYPQZ12AB0186DE9,SOGTQNI12AB0184A5C,SOXGTRO12A8C143454,SODHILM12A8C132448,SOSHMSE12A8151BA42,SOFRCGW12A81C21EA6,SOGPNGN12A8C143969,SOSZIWM12AB0186DE0,SOQGLFY12A8C13C23B,SOYEOCD12AF72A192E
e4e99e5b3223bec258cf2ff0d090d05a06302344,SOAUWYT12A81C206F1,SOGKVDY12A8C1427ED,SOISTCC12A67ADA6D4,SOLLWLW12AB018A77E,SOLJYFD12AB0185347,SOBGJBA12A6D227291,SOYJPKO12A8C134151,SOHILNH12A6701E1C3,SOBYKVE12AB017E275,SOMLSMH12A6310DF24
15b64f7a097c90b540b492e360a643d45234cfd9,SOYZLWW12AB0186148,SOMWSSH12A67020740,SORVKCB12AB0188D90,SOFGANQ12A67ADF6BD,SOFRIRU12AB017E62D,SOLQOJU12A8C139E03,SONRYRS12A8C139DCE,SOFFHJL12AF72A4A08,SOBCGRY12A6701DE8E,SOOBHEX12A6D4F8151
530b94ecae74ff525738bfd053f1bbee2a505078,SOIZPLP12A8AE49604,SOSCIZP12AB0181D2F,SOUFPNI12A8C142D19,SOBOAFP12A8C131F36,SOLRFGP12A6701FA9A,SOSLXEH12A67ADBED9,SOAECLL12A58A7E668,SOSZCHD12A6D4F780A,SOKGCDN12A6D4F9671,SOBLZJI12A6D4F7819
838108b69c82ebdf7cddd61ac2c0e1d2572e43b6,SOWKBNB12A582A2325,SOWLHIM12A6D4FB67A,SOXXACF12A6D4F953E,SOCELOG12A6D4FC1E5,SOOXEIJ12AB0187D16,SOTXTXV12A58A7CAD5,SOIOZPV12A58A7880B,SORALYQ12A8151BA99,SOHTCVN12A8C134E46,SORCDPK12A679AE588
4c6ec11bf897c14a44f56a9616f0942764d28227,SOXKDFJ12A6D4FA8F9,SOPXRQT12A6701EAC9,SORMELQ12A67ADADA4,SOQXDXM12A8C134E8E,SOSXOBF12AB0180B4F,SOZSWRJ12A6D4FC3AB,SOYVYAJ12AF729FB21,SONKNRJ12AB0183216,SOPCVIN12A58A78FAA,SOTXFZD12A6D4F73AF
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOUFPNI12A8C142D19,SODGVGW12AC9075A8D,SOWEJXA12A6701C574,SOFRCGW12A81C21EA6,SOKUTUM12A6701D9CD,SOCKSGZ12A58A7CA4B,SOFKABN12A8AE476C6,SOGPNGN12A8C143969,SOSCIZP12AB0181D2F,SOTASGN12AC9075A8F
c5c7548cba9970b695f1ade5164c11a0101eb00e,SOQJKGN12A8C1425B5,SOBOAFP12A8C131F36,SODGVGW12AC9075A8D,SOUZLXN12A6D4F4A66,SORGKYF12A8C143966,SOJJYOM12A8C142CD9,SOGHIPK12A8C138E8C,SOMUTXW12A67ADA230,SOPGGYI12A6701E325,SORTOKT12A6701F9F1
c01f9838d66929bd2494eb8e627054024a13d5c4,SOKBJJO12A8C140826,SOFSSVK12A6D4FA7B5,SOPKQMX12A8C13D068,SOKXUJQ12A6D4F3C96,SOXEZLY12A8C137AB0,SOYJETS12A8C13ECC7,SOQQVAE12A58A79EF0,SOJJFMQ12A8C1380BF,SOFXZOT12AB0188AF7,SOVEBCN12A8C13D0A6
405d396ea64d75b5eaefaaf8ac836f45fa56af4d,SOIAEHG12AB0189E58,SOVIWFP12A58A7D1BD,SOHSXAV12A67ADF7E7,SOYKTSO12A8C1381FB,SOKOSPK12A8C13C088,SOWGHHQ12A67021878,SOORHPF12A6701F85D,SOYEKNS12AF729EE18,SOWXBLE12A6D4F8EE8,SOKYVVZ12A8C13CC1F
0659229d409ede40887c2a4bc44e8b264a7b8b40,SOVCHUK12AB017F41F,SOGKGXY12A8C134E30,SOFWLRF12AB017F405,SOIRBTN12A8C13C97B,SOKRACG12A8C1438AC,SOMQURX12AB01886F8,SOJOZTM12A8C140618,SOEQLJP12AB018FBC5,SOMQSYG12A6D4FA671,SOAARXR12A8C133D15
0cbf94d3a3f54e5bbd779dd389c1155418b3aa56,SORXSRO12A8C135C76,SOHYHVD12AC468E498,SOISUWI12A6D4F5708,SOTLBVA12A8C142429,SOKXYUW12A8C140229,SOAXJOU12A6D4F6685,SOJGSFH12AB017EFC2,SOANQFY12AB0183239,SOPXKYD12A6D4FA876,SONYKOW12AB01849C9
77448d704c1b9acc37037d400302ce7f8a9496c7,SOCQBKT12A8C132531,SOLQKDT12AB017CA5B,SOZVUUB12A8C13B5EF,SOKMIII12A6701D9E1,SOHZPYD12AF72A12E2,SOUFJIP12A58A78B0D,SOBYYIA12A67AD954A,SOQTFOR12A6D4F612A,SOVZNUC12AB017F92A,SOOVXPC12A6D4F7457
270dffee86b3e7bfb81892f5ae2c60c1d2f15839,SOQAQYN12A58A7B08D,SOIJTAV12AB01825CA,SOTMFRY12A8C13C8A2,SOLJHUB12A58A78151,SOEWATI12A8C13D029,SOKFNBL12AF72A1A41,SOPRATO12A8C132851,SORBNGV12A67020EF8,SOPTLTT12A58A7938D,SOXDHVL12A6D4FBBE7
344af62cf08ea5c4ea1eb554366d221c1431f4d3,SOQJCEB12A6701FB94,SOYYBJJ12AB017E9FD,SOXYFWQ12A6D4F6863,SOGRRZD12AB018696F,SOYBWVW12A6D4F9792,SOVBUSE12A8C141107,SOMVIOV12A6D4F719A,SOQVKMD12A8AE45631,SOCTWWT12A6D4FA12E,SOGREGV12A58A77030
c5d42aa00afa6889de703c49f40ecb26b1c401c4,SOCMESJ12A6D4F839A,SOCOKJF12A8C13DCE4,SOJLYEB12A6D4F9750,SODUDJI12A8C141513,SOQMEQE12AB017D2FD,SOPCCWV12A670205F3,SOSNGDI12A6D4FB4A1,SOTTQAF12A6310F21D,SOGOPZL12A8C13CC50,SOKTJKI12A8C143254
f4c7c7eb3c53d3280baa28aed1506775f28812d3,SOXYFWQ12A6D4F6863,SOGRRZD12AB018696F,SOYBWVW12A6D4F9792,SOVBUSE12A8C141107,SOMVIOV12A6D4F719A,SOQVKMD12A8AE45631,SOFESGT12AB0186A21,SOCTWWT12A6D4FA12E,SOFPRTU12A58A76BEE,SOGREGV12A58A77030
51bb4e13b0d2410da3d779af90092eee9b159e4a,SOMYZVY12A8AE483C4,SOOYOJU12A670201D3,SOVIMJC12A6D4F92EC,SORYCTJ12A8C138AC3,SODHZZY12A81C217D7,SOMEOFI12A6310DC2E,SOEHSAH12AB017F8E4,SOBFONC12A8C140932,SOJZRVM12AB0186D67,SOZARVW12A67ADAC26
93343771b28f20c8cad2e1ae18cbd77235b1aef6,SOVDSJC12A58A7A271,SOMXDFJ12AB0183B34,SOTVLHC12A6701EA31,SOWPSOY12AF729F79C,SOBRZCG12A6702187D,SOHHJVR12A6D4FA433,SODHZZY12A81C217D7,SOQIKIU12AB0181342,SOMEOFI12A6310DC2E,SOGTWNK12AB018C396
6b7a5895d266599bc414b9eb8fbad59c95b9a99d,SOCEANL12A58A7EF4E,SOSGEGU12AB018188A,SOLTYDG12AB017FCD2,SOIUSBC12AC46890FE,SOAIIAR12A6D4FAC81,SOCCDAW12A8C133D56,SOZKLNO12AC468911D,SOGISMI12A8C133490,SONRDGT12A6D4FAC84,SOEXGVE12AB0182E16
4d4abafb7dd7a30206747398c9225f3e06942b3f,SOXQRDP12AB0184D02,SONKYVR12B0B80AF82,SOWVBKZ12A6701E2F1,SOCTNRU12A6D4FBE21,SOJGUSJ12A8C1363A2,SODMSPG12A6D4F6B0E,SOVKZMC12AB017E5CD,SONMEPF12A6D4F3C92,SONFIMU12A6701F304,SOAZZRU12AB0182B0E
49af82075bf3a444487a70587298fd93fb8bbe1e,SOWEJXA12A6701C574,SOUFPNI12A8C142D19,SOKUPAO12AB018D576,SODCLQR12A67AE110D,SOPSOHT12A67AE0235,SOBOAFP12A8C131F36,SOWEHOM12A6BD4E09E,SOXRZRN12A6D4FA27B,SOOHVCD12A8C1330FF,SOQNJZZ12A6D4F523E
c11f385c46ee197327cfe84d4b13f2b95639ca42,SOGGPBF12A8C13533E,SORFSKT12A8C1430A0,SOMJJEA12A8C13AE66,SOOLTYI12A6D4FD780,SODKZBQ12A8C142D83,SOYALKY12A8C137576,SOXOTVJ12A58A7B9D3,SOSYUFF12A8C13C104,SODQBES12AAFF4444C,SODBAHE12A8C132D34
